Crop,Etm,Water Requirements,days of water usage,Fertilizer N,Fertilizer K,Fertilizer P,Root Depth,Residue,Disease,Pest,plant spacing,soil salinity,area,Soil_type,Crop (t-2),Crop (t-1),Crop (t),Next Crop
Pea,4,500,100,30,50,20,100,2500,Dicotylédones et graminées (pré-levée),Stomp Aqua,50,Sensitive,Wide,Loamy, Carrot,Onion,Cabbage ,Cabbage 
Pea,4,500,100,30,50,20,100,2500,Dicotylédones et graminées (pré-levée),Stomp Aqua,50,Sensitive,Wide,Loamy, Sugarbeet,Mustard,Legumes ,Legumes 
Pea,4,500,100,30,50,20,100,2500,Dicotylédones et graminées (pré-levée),Stomp Aqua,50,Sensitive,Wide,Loamy, Maize,Pepper,Onion,Onion
Sugarbeet,6,700,150,100,120,40,200,4000,,,40,Moderate,Wide,Loamy,Cereal,Legumes,Sunflower ,Sunflower 
Sugarbeet,6,700,150,100,120,40,200,4000,,,40,Moderate,Wide,Loamy, Maize,Cabbage,Legumes ,Legumes 
Sugarbeet,6,700,150,100,120,40,200,4000,,,40,Moderate,Wide,Loamy, Tomato,Wheat,Maize ,Maize 
Sugarbeet,6,700,150,100,120,40,200,4000,,,40,Moderate,Wide,Loamy, Onion,Pea,Carrot ,Carrot 
Sugarbeet,6,700,150,100,120,40,200,4000,,,40,Moderate,Wide,Loamy, Sunflower,Pepper,Beans,Beans
Sugarcane,7,1500,365,150,180,60,250,8000,,,120,Moderate,Tropical,Loamy,Legumes,Maize,Cereal ,Cereal 
Sugarcane,7,1500,365,150,180,60,250,8000,,,120,Moderate,Tropical,Loamy, Wheat,Sunflower,Legumes ,Legumes 
Sugarcane,7,1500,365,150,180,60,250,8000,,,120,Moderate,Tropical,Loamy, Mustard,Tomato,Onion ,Onion 
Sugarcane,7,1500,365,150,180,60,250,8000,,,120,Moderate,Tropical,Loamy,Cabbage,Carrot,Peas ,Peas 
Sugarcane,7,1500,365,150,180,60,250,8000,,,120,Moderate,Tropical,Loamy, Maize,Pepper,Beans,Beans
Cabbage,5,600,90,80,90,30,50,3000,,,60,Sensitive,Wide,Loamy,Legumes,Onion,Maize ,Maize 
Cabbage,5,600,90,80,90,30,50,3000,,,60,Sensitive,Wide,Loamy, Wheat,Carrot,Legumes ,Legumes 
Cabbage,5,600,90,80,90,30,50,3000,,,60,Sensitive,Wide,Loamy, Sunflower,Mustard,Beans ,Beans 
Cabbage,5,600,90,80,90,30,50,3000,,,60,Sensitive,Wide,Loamy, Sugarbeet,Tomato,Peas ,Peas 
Cabbage,5,600,90,80,90,30,50,3000,,,60,Sensitive,Wide,Loamy, Maize,Pea,Carrot,Carrot
Onion,4,500,120,60,70,25,40,2000,Dicotylédones (post-levée),BASAGRAN,30,Moderate,Wide,Sandy Loam,Cabbage,Legumes,Carrot ,Carrot 
Onion,4,500,120,60,70,25,40,2000,Dicotylédones et graminées (pré-levée),Stomp Aqua,30,Moderate,Wide,Sandy Loam,Cabbage,Legumes,Carrot ,Carrot 
Onion,4,500,120,60,70,25,40,2000,Dicotylédones (post-levée),BASAGRAN,30,Moderate,Wide,Sandy Loam,Cabbage,Legumes,Carrot ,Carrot 
Onion,4,500,120,60,70,25,40,2000,Dicotylédones et graminées (pré-levée),Stomp Aqua,30,Moderate,Wide,Sandy Loam,Cabbage,Legumes,Carrot ,Carrot 
Onion,4,500,120,60,70,25,40,2000,Dicotylédones (post-levée),BASAGRAN,30,Moderate,Wide,Sandy Loam, Mustard,Sunflower,Wheat ,Wheat 
Onion,4,500,120,60,70,25,40,2000,Dicotylédones et graminées (pré-levée),Stomp Aqua,30,Moderate,Wide,Sandy Loam, Mustard,Sunflower,Wheat ,Wheat 
Onion,4,500,120,60,70,25,40,2000,Dicotylédones (post-levée),BASAGRAN,30,Moderate,Wide,Sandy Loam, Mustard,Sunflower,Wheat ,Wheat 
Onion,4,500,120,60,70,25,40,2000,Dicotylédones et graminées (pré-levée),Stomp Aqua,30,Moderate,Wide,Sandy Loam, Mustard,Sunflower,Wheat ,Wheat 
Onion,4,500,120,60,70,25,40,2000,Dicotylédones (post-levée),BASAGRAN,30,Moderate,Wide,Sandy Loam, Sugarbeet,Tomato,Peas ,Peas 
Onion,4,500,120,60,70,25,40,2000,Dicotylédones et graminées (pré-levée),Stomp Aqua,30,Moderate,Wide,Sandy Loam, Sugarbeet,Tomato,Peas ,Peas 
Onion,4,500,120,60,70,25,40,2000,Dicotylédones (post-levée),BASAGRAN,30,Moderate,Wide,Sandy Loam, Sugarbeet,Tomato,Peas ,Peas 
Onion,4,500,120,60,70,25,40,2000,Dicotylédones et graminées (pré-levée),Stomp Aqua,30,Moderate,Wide,Sandy Loam, Sugarbeet,Tomato,Peas ,Peas 
Onion,4,500,120,60,70,25,40,2000,Dicotylédones (post-levée),BASAGRAN,30,Moderate,Wide,Sandy Loam, Maize,Pepper,Legumes ,Legumes 
Onion,4,500,120,60,70,25,40,2000,Dicotylédones et graminées (pré-levée),Stomp Aqua,30,Moderate,Wide,Sandy Loam, Maize,Pepper,Legumes ,Legumes 
Onion,4,500,120,60,70,25,40,2000,Dicotylédones (post-levée),BASAGRAN,30,Moderate,Wide,Sandy Loam, Maize,Pepper,Legumes ,Legumes 
Onion,4,500,120,60,70,25,40,2000,Dicotylédones et graminées (pré-levée),Stomp Aqua,30,Moderate,Wide,Sandy Loam, Maize,Pepper,Legumes ,Legumes 
Onion,4,500,120,60,70,25,40,2000,Dicotylédones (post-levée),BASAGRAN,30,Moderate,Wide,Sandy Loam, Wheat,Sunflower,Carrot,Carrot
Onion,4,500,120,60,70,25,40,2000,Dicotylédones et graminées (pré-levée),Stomp Aqua,30,Moderate,Wide,Sandy Loam, Wheat,Sunflower,Carrot,Carrot
Onion,4,500,120,60,70,25,40,2000,Dicotylédones (post-levée),BASAGRAN,30,Moderate,Wide,Sandy Loam, Wheat,Sunflower,Carrot,Carrot
Onion,4,500,120,60,70,25,40,2000,Dicotylédones et graminées (pré-levée),Stomp Aqua,30,Moderate,Wide,Sandy Loam, Wheat,Sunflower,Carrot,Carrot
Pepper,5,650,100,70,90,30,60,2500,,,40,Moderate,Wide,Loamy,Tomato,Onion,Legumes ,Legumes 
Pepper,5,650,100,70,90,30,60,2500,,,40,Moderate,Wide,Loamy, Maize,Mustard,Wheat ,Wheat 
Pepper,5,650,100,70,90,30,60,2500,,,40,Moderate,Wide,Loamy, Cereal,Carrot,Legumes ,Legumes 
Pepper,5,650,100,70,90,30,60,2500,,,40,Moderate,Wide,Loamy, Sugarbeet,Sunflower,Peas ,Peas 
Pepper,5,650,100,70,90,30,60,2500,,,40,Moderate,Wide,Loamy,Cabbage,Onion,Beans,Beans
Watermelon,6,600,120,50,80,30,150,2800,,,100,Moderate,Wide,Sandy Loam,Legumes,Maize,Sunflower ,Sunflower 
Watermelon,6,600,120,50,80,30,150,2800,,,100,Moderate,Wide,Sandy Loam, Cereal,Onion,Legumes ,Legumes 
Watermelon,6,600,120,50,80,30,150,2800,,,100,Moderate,Wide,Sandy Loam,Cabbage,Carrot,Wheat ,Wheat 
Watermelon,6,600,120,50,80,30,150,2800,,,100,Moderate,Wide,Sandy Loam, Sugarbeet,Mustard,Maize ,Maize 
Watermelon,6,600,120,50,80,30,150,2800,,,100,Moderate,Wide,Sandy Loam, Tomato,Peas,Onion,Onion
Fava Bean,4,550,110,40,60,25,120,2700,Dicotylédones (post-levée),BASAGRAN,45,Moderate,Wide,Loamy,Legumes,Cereal,Maize ,Maize 
Fava Bean,4,550,110,40,60,25,120,2700,Dicotylédones et graminées (pré-levée),Stomp Aqua,45,Moderate,Wide,Loamy,Legumes,Cereal,Maize ,Maize 
Fava Bean,4,550,110,40,60,25,120,2700,Dicotylédones (post-levée),BASAGRAN,45,Moderate,Wide,Loamy,Legumes,Cereal,Maize ,Maize 
Fava Bean,4,550,110,40,60,25,120,2700,Dicotylédones et graminées (pré-levée),Stomp Aqua,45,Moderate,Wide,Loamy,Legumes,Cereal,Maize ,Maize 
Fava Bean,4,550,110,40,60,25,120,2700,Dicotylédones (post-levée),BASAGRAN,45,Moderate,Wide,Loamy, Mustard,Sunflower,Wheat ,Wheat 
Fava Bean,4,550,110,40,60,25,120,2700,Dicotylédones et graminées (pré-levée),Stomp Aqua,45,Moderate,Wide,Loamy, Mustard,Sunflower,Wheat ,Wheat 
Fava Bean,4,550,110,40,60,25,120,2700,Dicotylédones (post-levée),BASAGRAN,45,Moderate,Wide,Loamy, Mustard,Sunflower,Wheat ,Wheat 
Fava Bean,4,550,110,40,60,25,120,2700,Dicotylédones et graminées (pré-levée),Stomp Aqua,45,Moderate,Wide,Loamy, Mustard,Sunflower,Wheat ,Wheat 
Fava Bean,4,550,110,40,60,25,120,2700,Dicotylédones (post-levée),BASAGRAN,45,Moderate,Wide,Loamy, Carrot,Onion,Cabbage ,Cabbage 
Fava Bean,4,550,110,40,60,25,120,2700,Dicotylédones et graminées (pré-levée),Stomp Aqua,45,Moderate,Wide,Loamy, Carrot,Onion,Cabbage ,Cabbage 
Fava Bean,4,550,110,40,60,25,120,2700,Dicotylédones (post-levée),BASAGRAN,45,Moderate,Wide,Loamy, Carrot,Onion,Cabbage ,Cabbage 
Fava Bean,4,550,110,40,60,25,120,2700,Dicotylédones et graminées (pré-levée),Stomp Aqua,45,Moderate,Wide,Loamy, Carrot,Onion,Cabbage ,Cabbage 
Fava Bean,4,550,110,40,60,25,120,2700,Dicotylédones (post-levée),BASAGRAN,45,Moderate,Wide,Loamy, Sugarbeet,Peas,Onion ,Onion 
Fava Bean,4,550,110,40,60,25,120,2700,Dicotylédones et graminées (pré-levée),Stomp Aqua,45,Moderate,Wide,Loamy, Sugarbeet,Peas,Onion ,Onion 
Fava Bean,4,550,110,40,60,25,120,2700,Dicotylédones (post-levée),BASAGRAN,45,Moderate,Wide,Loamy, Sugarbeet,Peas,Onion ,Onion 
Fava Bean,4,550,110,40,60,25,120,2700,Dicotylédones et graminées (pré-levée),Stomp Aqua,45,Moderate,Wide,Loamy, Sugarbeet,Peas,Onion ,Onion 
Fava Bean,4,550,110,40,60,25,120,2700,Dicotylédones (post-levée),BASAGRAN,45,Moderate,Wide,Loamy, Tomato,Mustard,Legumes,Legumes
Fava Bean,4,550,110,40,60,25,120,2700,Dicotylédones et graminées (pré-levée),Stomp Aqua,45,Moderate,Wide,Loamy, Tomato,Mustard,Legumes,Legumes
Fava Bean,4,550,110,40,60,25,120,2700,Dicotylédones (post-levée),BASAGRAN,45,Moderate,Wide,Loamy, Tomato,Mustard,Legumes,Legumes
Fava Bean,4,550,110,40,60,25,120,2700,Dicotylédones et graminées (pré-levée),Stomp Aqua,45,Moderate,Wide,Loamy, Tomato,Mustard,Legumes,Legumes
Lentil,3.8,300,90,35,40,25,75,2500,Oidium,BAVISTIN FL,35,Low,Medium,Loamy,Legumes,Cereal,Maize ,Maize 
Lentil,3.8,300,90,35,40,25,75,2500,Traitement d'hiver,FUNGURAN OH,35,Low,Medium,Loamy,Legumes,Cereal,Maize ,Maize 
Lentil,3.8,300,90,35,40,25,75,2500,Mauvaises herbes annuelles et vivaces,ROUNDUP,35,Low,Medium,Loamy,Legumes,Cereal,Maize ,Maize 
Lentil,3.8,300,90,35,40,25,75,2500,Oidium,BAVISTIN FL,35,Low,Medium,Loamy, Mustard,Sunflower,Wheat ,Wheat 
Lentil,3.8,300,90,35,40,25,75,2500,Traitement d'hiver,FUNGURAN OH,35,Low,Medium,Loamy, Mustard,Sunflower,Wheat ,Wheat 
Lentil,3.8,300,90,35,40,25,75,2500,Mauvaises herbes annuelles et vivaces,ROUNDUP,35,Low,Medium,Loamy, Mustard,Sunflower,Wheat ,Wheat 
Lentil,3.8,300,90,35,40,25,75,2500,Oidium,BAVISTIN FL,35,Low,Medium,Loamy, Carrot,Onion,Cabbage ,Cabbage 
Lentil,3.8,300,90,35,40,25,75,2500,Traitement d'hiver,FUNGURAN OH,35,Low,Medium,Loamy, Carrot,Onion,Cabbage ,Cabbage 
Lentil,3.8,300,90,35,40,25,75,2500,Mauvaises herbes annuelles et vivaces,ROUNDUP,35,Low,Medium,Loamy, Carrot,Onion,Cabbage ,Cabbage 
Lentil,3.8,300,90,35,40,25,75,2500,Oidium,BAVISTIN FL,35,Low,Medium,Loamy, Sugarbeet,Peas,Onion ,Onion 
Lentil,3.8,300,90,35,40,25,75,2500,Traitement d'hiver,FUNGURAN OH,35,Low,Medium,Loamy, Sugarbeet,Peas,Onion ,Onion 
Lentil,3.8,300,90,35,40,25,75,2500,Mauvaises herbes annuelles et vivaces,ROUNDUP,35,Low,Medium,Loamy, Sugarbeet,Peas,Onion ,Onion 
Lentil,3.8,300,90,35,40,25,75,2500,Oidium,BAVISTIN FL,35,Low,Medium,Loamy, Tomato,Mustard,Legumes,Legumes
Lentil,3.8,300,90,35,40,25,75,2500,Traitement d'hiver,FUNGURAN OH,35,Low,Medium,Loamy, Tomato,Mustard,Legumes,Legumes
Lentil,3.8,300,90,35,40,25,75,2500,Mauvaises herbes annuelles et vivaces,ROUNDUP,35,Low,Medium,Loamy, Tomato,Mustard,Legumes,Legumes
Durum Wheat,5,450,120,100,60,50,100,3000,Oidium,BAVISTIN FL,25,Moderate,Wide,Loamy,Legumes,Maize,Sunflower ,Sunflower 
Durum Wheat,5,450,120,100,60,50,100,3000,Oidium,CORBEL,25,Moderate,Wide,Loamy,Legumes,Maize,Sunflower ,Sunflower 
Durum Wheat,5,450,120,100,60,50,100,3000,Traitement d'hiver,FUNGURAN OH,25,Moderate,Wide,Loamy,Legumes,Maize,Sunflower ,Sunflower 
Durum Wheat,5,450,120,100,60,50,100,3000,Septoriose,OSAM,25,Moderate,Wide,Loamy,Legumes,Maize,Sunflower ,Sunflower 
Durum Wheat,5,450,120,100,60,50,100,3000,Septoriose,OPUS,25,Moderate,Wide,Loamy,Legumes,Maize,Sunflower ,Sunflower 
Durum Wheat,5,450,120,100,60,50,100,3000,Septoriose,REX DUO,25,Moderate,Wide,Loamy,Legumes,Maize,Sunflower ,Sunflower 
Durum Wheat,5,450,120,100,60,50,100,3000,Fusariose,SWING GOLD,25,Moderate,Wide,Loamy,Legumes,Maize,Sunflower ,Sunflower 
Durum Wheat,5,450,120,100,60,50,100,3000,Mauvaises herbes annuelles et vivaces,ROUNDUP,25,Moderate,Wide,Loamy,Legumes,Maize,Sunflower ,Sunflower 
Durum Wheat,5,450,120,100,60,50,100,3000,Oidium,BAVISTIN FL,25,Moderate,Wide,Loamy, Pea,Mustard,Cereal ,Cereal 
Durum Wheat,5,450,120,100,60,50,100,3000,Oidium,CORBEL,25,Moderate,Wide,Loamy, Pea,Mustard,Cereal ,Cereal 
Durum Wheat,5,450,120,100,60,50,100,3000,Traitement d'hiver,FUNGURAN OH,25,Moderate,Wide,Loamy, Pea,Mustard,Cereal ,Cereal 
Durum Wheat,5,450,120,100,60,50,100,3000,Septoriose,OSAM,25,Moderate,Wide,Loamy, Pea,Mustard,Cereal ,Cereal 
Durum Wheat,5,450,120,100,60,50,100,3000,Septoriose,OPUS,25,Moderate,Wide,Loamy, Pea,Mustard,Cereal ,Cereal 
Durum Wheat,5,450,120,100,60,50,100,3000,Septoriose,REX DUO,25,Moderate,Wide,Loamy, Pea,Mustard,Cereal ,Cereal 
Durum Wheat,5,450,120,100,60,50,100,3000,Fusariose,SWING GOLD,25,Moderate,Wide,Loamy, Pea,Mustard,Cereal ,Cereal 
Durum Wheat,5,450,120,100,60,50,100,3000,Mauvaises herbes annuelles et vivaces,ROUNDUP,25,Moderate,Wide,Loamy, Pea,Mustard,Cereal ,Cereal 
Durum Wheat,5,450,120,100,60,50,100,3000,Oidium,BAVISTIN FL,25,Moderate,Wide,Loamy, Onion,Carrot,Maize ,Maize 
Durum Wheat,5,450,120,100,60,50,100,3000,Oidium,CORBEL,25,Moderate,Wide,Loamy, Onion,Carrot,Maize ,Maize 
Durum Wheat,5,450,120,100,60,50,100,3000,Traitement d'hiver,FUNGURAN OH,25,Moderate,Wide,Loamy, Onion,Carrot,Maize ,Maize 
Durum Wheat,5,450,120,100,60,50,100,3000,Septoriose,OSAM,25,Moderate,Wide,Loamy, Onion,Carrot,Maize ,Maize 
Durum Wheat,5,450,120,100,60,50,100,3000,Septoriose,OPUS,25,Moderate,Wide,Loamy, Onion,Carrot,Maize ,Maize 
Durum Wheat,5,450,120,100,60,50,100,3000,Septoriose,REX DUO,25,Moderate,Wide,Loamy, Onion,Carrot,Maize ,Maize 
Durum Wheat,5,450,120,100,60,50,100,3000,Fusariose,SWING GOLD,25,Moderate,Wide,Loamy, Onion,Carrot,Maize ,Maize 
Durum Wheat,5,450,120,100,60,50,100,3000,Mauvaises herbes annuelles et vivaces,ROUNDUP,25,Moderate,Wide,Loamy, Onion,Carrot,Maize ,Maize 
Durum Wheat,5,450,120,100,60,50,100,3000,Oidium,BAVISTIN FL,25,Moderate,Wide,Loamy,Cabbage,Beans,Sunflower ,Sunflower 
Durum Wheat,5,450,120,100,60,50,100,3000,Oidium,CORBEL,25,Moderate,Wide,Loamy,Cabbage,Beans,Sunflower ,Sunflower 
Durum Wheat,5,450,120,100,60,50,100,3000,Traitement d'hiver,FUNGURAN OH,25,Moderate,Wide,Loamy,Cabbage,Beans,Sunflower ,Sunflower 
Durum Wheat,5,450,120,100,60,50,100,3000,Septoriose,OSAM,25,Moderate,Wide,Loamy,Cabbage,Beans,Sunflower ,Sunflower 
Durum Wheat,5,450,120,100,60,50,100,3000,Septoriose,OPUS,25,Moderate,Wide,Loamy,Cabbage,Beans,Sunflower ,Sunflower 
Durum Wheat,5,450,120,100,60,50,100,3000,Septoriose,REX DUO,25,Moderate,Wide,Loamy,Cabbage,Beans,Sunflower ,Sunflower 
Durum Wheat,5,450,120,100,60,50,100,3000,Fusariose,SWING GOLD,25,Moderate,Wide,Loamy,Cabbage,Beans,Sunflower ,Sunflower 
Durum Wheat,5,450,120,100,60,50,100,3000,Mauvaises herbes annuelles et vivaces,ROUNDUP,25,Moderate,Wide,Loamy,Cabbage,Beans,Sunflower ,Sunflower 
Durum Wheat,5,450,120,100,60,50,100,3000,Oidium,BAVISTIN FL,25,Moderate,Wide,Loamy, Tomato,Peas,Mustard,Mustard
Durum Wheat,5,450,120,100,60,50,100,3000,Oidium,CORBEL,25,Moderate,Wide,Loamy, Tomato,Peas,Mustard,Mustard
Durum Wheat,5,450,120,100,60,50,100,3000,Traitement d'hiver,FUNGURAN OH,25,Moderate,Wide,Loamy, Tomato,Peas,Mustard,Mustard
Durum Wheat,5,450,120,100,60,50,100,3000,Septoriose,OSAM,25,Moderate,Wide,Loamy, Tomato,Peas,Mustard,Mustard
Durum Wheat,5,450,120,100,60,50,100,3000,Septoriose,OPUS,25,Moderate,Wide,Loamy, Tomato,Peas,Mustard,Mustard
Durum Wheat,5,450,120,100,60,50,100,3000,Septoriose,REX DUO,25,Moderate,Wide,Loamy, Tomato,Peas,Mustard,Mustard
Durum Wheat,5,450,120,100,60,50,100,3000,Fusariose,SWING GOLD,25,Moderate,Wide,Loamy, Tomato,Peas,Mustard,Mustard
Durum Wheat,5,450,120,100,60,50,100,3000,Mauvaises herbes annuelles et vivaces,ROUNDUP,25,Moderate,Wide,Loamy, Tomato,Peas,Mustard,Mustard
Barley,4.5,400,110,80,50,40,90,2800,Oidium,BAVISTIN FL,20,Moderate,Wide,Sandy Loam,Cereal,Legumes,Sunflower ,Sunflower 
Barley,4.5,400,110,80,50,40,90,2800,Oidium,CORBEL,20,Moderate,Wide,Sandy Loam,Cereal,Legumes,Sunflower ,Sunflower 
Barley,4.5,400,110,80,50,40,90,2800,Traitement d'hiver,FUNGURAN OH,20,Moderate,Wide,Sandy Loam,Cereal,Legumes,Sunflower ,Sunflower 
Barley,4.5,400,110,80,50,40,90,2800,Septoriose,OSAM,20,Moderate,Wide,Sandy Loam,Cereal,Legumes,Sunflower ,Sunflower 
Barley,4.5,400,110,80,50,40,90,2800,Septoriose,OPUS,20,Moderate,Wide,Sandy Loam,Cereal,Legumes,Sunflower ,Sunflower 
Barley,4.5,400,110,80,50,40,90,2800,Septoriose,REX DUO,20,Moderate,Wide,Sandy Loam,Cereal,Legumes,Sunflower ,Sunflower 
Barley,4.5,400,110,80,50,40,90,2800,Fusariose,SWING GOLD,20,Moderate,Wide,Sandy Loam,Cereal,Legumes,Sunflower ,Sunflower 
Barley,4.5,400,110,80,50,40,90,2800,Mauvaises herbes annuelles et vivaces,ROUNDUP,20,Moderate,Wide,Sandy Loam,Cereal,Legumes,Sunflower ,Sunflower 
Barley,4.5,400,110,80,50,40,90,2800,Oidium,BAVISTIN FL,20,Moderate,Wide,Sandy Loam, Pea,Onion,Maize ,Maize 
Barley,4.5,400,110,80,50,40,90,2800,Oidium,CORBEL,20,Moderate,Wide,Sandy Loam, Pea,Onion,Maize ,Maize 
Barley,4.5,400,110,80,50,40,90,2800,Traitement d'hiver,FUNGURAN OH,20,Moderate,Wide,Sandy Loam, Pea,Onion,Maize ,Maize 
Barley,4.5,400,110,80,50,40,90,2800,Septoriose,OSAM,20,Moderate,Wide,Sandy Loam, Pea,Onion,Maize ,Maize 
Barley,4.5,400,110,80,50,40,90,2800,Septoriose,OPUS,20,Moderate,Wide,Sandy Loam, Pea,Onion,Maize ,Maize 
Barley,4.5,400,110,80,50,40,90,2800,Septoriose,REX DUO,20,Moderate,Wide,Sandy Loam, Pea,Onion,Maize ,Maize 
Barley,4.5,400,110,80,50,40,90,2800,Fusariose,SWING GOLD,20,Moderate,Wide,Sandy Loam, Pea,Onion,Maize ,Maize 
Barley,4.5,400,110,80,50,40,90,2800,Mauvaises herbes annuelles et vivaces,ROUNDUP,20,Moderate,Wide,Sandy Loam, Pea,Onion,Maize ,Maize 
Barley,4.5,400,110,80,50,40,90,2800,Oidium,BAVISTIN FL,20,Moderate,Wide,Sandy Loam, Sugarbeet,Mustard,Wheat ,Wheat 
Barley,4.5,400,110,80,50,40,90,2800,Oidium,CORBEL,20,Moderate,Wide,Sandy Loam, Sugarbeet,Mustard,Wheat ,Wheat 
Barley,4.5,400,110,80,50,40,90,2800,Traitement d'hiver,FUNGURAN OH,20,Moderate,Wide,Sandy Loam, Sugarbeet,Mustard,Wheat ,Wheat 
Barley,4.5,400,110,80,50,40,90,2800,Septoriose,OSAM,20,Moderate,Wide,Sandy Loam, Sugarbeet,Mustard,Wheat ,Wheat 
Barley,4.5,400,110,80,50,40,90,2800,Septoriose,OPUS,20,Moderate,Wide,Sandy Loam, Sugarbeet,Mustard,Wheat ,Wheat 
Barley,4.5,400,110,80,50,40,90,2800,Septoriose,REX DUO,20,Moderate,Wide,Sandy Loam, Sugarbeet,Mustard,Wheat ,Wheat 
Barley,4.5,400,110,80,50,40,90,2800,Fusariose,SWING GOLD,20,Moderate,Wide,Sandy Loam, Sugarbeet,Mustard,Wheat ,Wheat 
Barley,4.5,400,110,80,50,40,90,2800,Mauvaises herbes annuelles et vivaces,ROUNDUP,20,Moderate,Wide,Sandy Loam, Sugarbeet,Mustard,Wheat ,Wheat 
Barley,4.5,400,110,80,50,40,90,2800,Oidium,BAVISTIN FL,20,Moderate,Wide,Sandy Loam,Cabbage,Carrot,Beans ,Beans 
Barley,4.5,400,110,80,50,40,90,2800,Oidium,CORBEL,20,Moderate,Wide,Sandy Loam,Cabbage,Carrot,Beans ,Beans 
Barley,4.5,400,110,80,50,40,90,2800,Traitement d'hiver,FUNGURAN OH,20,Moderate,Wide,Sandy Loam,Cabbage,Carrot,Beans ,Beans 
Barley,4.5,400,110,80,50,40,90,2800,Septoriose,OSAM,20,Moderate,Wide,Sandy Loam,Cabbage,Carrot,Beans ,Beans 
Barley,4.5,400,110,80,50,40,90,2800,Septoriose,OPUS,20,Moderate,Wide,Sandy Loam,Cabbage,Carrot,Beans ,Beans 
Barley,4.5,400,110,80,50,40,90,2800,Septoriose,REX DUO,20,Moderate,Wide,Sandy Loam,Cabbage,Carrot,Beans ,Beans 
Barley,4.5,400,110,80,50,40,90,2800,Fusariose,SWING GOLD,20,Moderate,Wide,Sandy Loam,Cabbage,Carrot,Beans ,Beans 
Barley,4.5,400,110,80,50,40,90,2800,Mauvaises herbes annuelles et vivaces,ROUNDUP,20,Moderate,Wide,Sandy Loam,Cabbage,Carrot,Beans ,Beans 
Barley,4.5,400,110,80,50,40,90,2800,Oidium,BAVISTIN FL,20,Moderate,Wide,Sandy Loam, Maize,Pepper,Onion,Onion
Barley,4.5,400,110,80,50,40,90,2800,Oidium,CORBEL,20,Moderate,Wide,Sandy Loam, Maize,Pepper,Onion,Onion
Barley,4.5,400,110,80,50,40,90,2800,Traitement d'hiver,FUNGURAN OH,20,Moderate,Wide,Sandy Loam, Maize,Pepper,Onion,Onion
Barley,4.5,400,110,80,50,40,90,2800,Septoriose,OSAM,20,Moderate,Wide,Sandy Loam, Maize,Pepper,Onion,Onion
Barley,4.5,400,110,80,50,40,90,2800,Septoriose,OPUS,20,Moderate,Wide,Sandy Loam, Maize,Pepper,Onion,Onion
Barley,4.5,400,110,80,50,40,90,2800,Septoriose,REX DUO,20,Moderate,Wide,Sandy Loam, Maize,Pepper,Onion,Onion
Barley,4.5,400,110,80,50,40,90,2800,Fusariose,SWING GOLD,20,Moderate,Wide,Sandy Loam, Maize,Pepper,Onion,Onion
Barley,4.5,400,110,80,50,40,90,2800,Mauvaises herbes annuelles et vivaces,ROUNDUP,20,Moderate,Wide,Sandy Loam, Maize,Pepper,Onion,Onion
Chickpea,4,350,100,40,45,30,80,2600,Oidium,BAVISTIN FL,30,Low,Medium,Clay Loam,Maize,Sunflower,Wheat ,Wheat 
Chickpea,4,350,100,40,45,30,80,2600,Traitement d'hiver,FUNGURAN OH,30,Low,Medium,Clay Loam,Maize,Sunflower,Wheat ,Wheat 
Chickpea,4,350,100,40,45,30,80,2600,Mauvaises herbes annuelles et vivaces,ROUNDUP,30,Low,Medium,Clay Loam,Maize,Sunflower,Wheat ,Wheat 
Chickpea,4,350,100,40,45,30,80,2600,Oidium,BAVISTIN FL,30,Low,Medium,Clay Loam,Cabbage,Carrot,Legumes ,Legumes 
Chickpea,4,350,100,40,45,30,80,2600,Traitement d'hiver,FUNGURAN OH,30,Low,Medium,Clay Loam,Cabbage,Carrot,Legumes ,Legumes 
Chickpea,4,350,100,40,45,30,80,2600,Mauvaises herbes annuelles et vivaces,ROUNDUP,30,Low,Medium,Clay Loam,Cabbage,Carrot,Legumes ,Legumes 
Chickpea,4,350,100,40,45,30,80,2600,Oidium,BAVISTIN FL,30,Low,Medium,Clay Loam, Sugarbeet,Mustard,Peas ,Peas 
Chickpea,4,350,100,40,45,30,80,2600,Traitement d'hiver,FUNGURAN OH,30,Low,Medium,Clay Loam, Sugarbeet,Mustard,Peas ,Peas 
Chickpea,4,350,100,40,45,30,80,2600,Mauvaises herbes annuelles et vivaces,ROUNDUP,30,Low,Medium,Clay Loam, Sugarbeet,Mustard,Peas ,Peas 
Chickpea,4,350,100,40,45,30,80,2600,Oidium,BAVISTIN FL,30,Low,Medium,Clay Loam, Tomato,Onion,Beans ,Beans 
Chickpea,4,350,100,40,45,30,80,2600,Traitement d'hiver,FUNGURAN OH,30,Low,Medium,Clay Loam, Tomato,Onion,Beans ,Beans 
Chickpea,4,350,100,40,45,30,80,2600,Mauvaises herbes annuelles et vivaces,ROUNDUP,30,Low,Medium,Clay Loam, Tomato,Onion,Beans ,Beans 
Chickpea,4,350,100,40,45,30,80,2600,Oidium,BAVISTIN FL,30,Low,Medium,Clay Loam, Wheat,Pea,Cereal,Cereal
Chickpea,4,350,100,40,45,30,80,2600,Traitement d'hiver,FUNGURAN OH,30,Low,Medium,Clay Loam, Wheat,Pea,Cereal,Cereal
